,Unnamed: 0,Title,Date,Category,Link
1984,1984,United States Reaches $37 Million Settlement Of Fraud Lawsuit Against Cigna For Submitting False And Invalid Diagnosis Codes To Artificially Inflate Its Medicare Advantage Payments,2023-09-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-reaches-37-million-settlement-of-fraud-lawsuit-against-cigna-for-submitting-false-and-invalid-diagnosis-codes-to-artificially-inflate-its-medicare-advantage-payments/
1985,1985,Cigna Group to Pay $172 Million to Resolve False Claims Act Allegations,2023-09-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cigna-group-to-pay-172-million-to-resolve-false-claims-act-allegations/
1986,1986,Federal Jury Convicts Helena Woman Of Lying About Income To Receive Government Assistance Benefits,2023-09-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-helena-woman-of-lying-about-income-to-receive-government-assistance-benefits/
1987,1987,Behavioral Services Healthcare Provider and its Owner Settle False Claims Act Allegations,2023-09-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/behavioral-services-healthcare-provider-and-its-owner-settle-false-claims-act-allegations/
1988,1988,Former Chief Operating Officer of Area Pain Clinics Indicted,2023-09-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-chief-operating-officer-of-area-pain-clinics-indicted/
1989,1989,"South Carolina Physician and Nephrology Practice Agree to Pay Over $585,000 to Settle Laboratory Kickback Allegations",2023-09-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-carolina-physician-and-nephrology-practice-agree-to-pay-over-585000-to-settle-laboratory-kickback-allegations/
1991,1991,Hospice Medical Director Sentenced For $150 Million Hospice Fraud Scheme,2023-09-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-medical-director-sentenced-for-150-million-hospice-fraud-scheme/
1994,1994,"Robison Medical Resource Group and Gifted Nurses Agreed to Pay $934,000 to Resolve Self-Reported False Claims Liability in Connection with Small Business Contracts",2023-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/robison-medical-resource-group-and-gifted-nurses-agreed-to-pay-934000-to-resolve-self-reported-false-claims-liability-in-connection-with-small-business-contracts/
1995,1995,Owner Of Telemedicine Companies Pleads Guilty To $44 Million Medicare Fraud Scheme,2023-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-telemedicine-companies-pleads-guilty-to-44-million-medicare-fraud-scheme/
1996,1996,"Toledo Couple Who Operated Clinic Sentenced For Mail, Wire, And Health Care Fraud",2023-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/toledo-couple-who-operated-clinic-sentenced-for-mail-wire-and-health-care-fraud/
1997,1997,Hospice Medical Director Sentenced For $150M Hospice Fraud Scheme,2023-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-medical-director-sentenced-for-150m-hospice-fraud-scheme/
1998,1998,Nurse Impostor Charged In Multi-Count Federal Indictment,2023-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-impostor-charged-in-multi-count-federal-indictment/
1999,1999,Owner Of Home Health Company Convicted Of $2.8M Medicare Fraud Scheme,2023-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-home-health-company-convicted-of-28m-medicare-fraud-scheme/
2000,2000,United States Obtains More Than $370 Million In Judgments Against Kentucky Businessman And His Companies For Laboratory Testing Scheme That Targeted Medicare,2023-09-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-obtains-more-than-370-million-in-judgments-against-kentucky-businessman-and-his-companies-for-laboratory-testing-scheme-that-targeted-medicare/
2001,2001,Charlotte Doctor Is Found Guilty Of Making False Statements In Connection With $5 Million Durable Medical Equipment Scheme,2023-09-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/charlotte-doctor-is-found-guilty-of-making-false-statements-in-connection-with-5-million-durable-medical-equipment-scheme/
2002,2002,Physician And Two Pharmacists Charged For $170M Fraud Scheme,2023-09-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-and-two-pharmacists-charged-for-170m-fraud-scheme/
2003,2003,Man Pleads Guilty to Illegally Distributing Over $16M of Adulterated HIV Medication,2023-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-illegally-distributing-over-16m-of-adulterated-hiv-medication/
2006,2006,Virginia Medical Equipment Provider Ordered To Pay $12 M In Medicare Fraud Scheme As Civil Penalty,2023-09-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/virginia-medical-equipment-provider-ordered-to-pay-12-m-in-medicare-fraud-scheme-as-civil-penalty/
2007,2007,Former Railroad Employee Sentenced To Two And A Half Years In Federal Prison For Fraudulently Obtaining Disability Benefits,2023-09-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-railroad-employee-sentenced-to-two-and-a-half-years-in-federal-prison-for-fraudulently-obtaining-disability-benefits/
2008,2008,Queens Physician Settles Health Care Fraud Claims for $1.3 Million and Enters into Integrity Agreement to Ensure Future Compliance,2023-09-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/queens-physician-settles-health-care-fraud-claims-for-13-million-and-enters-into-integrity-agreement-to-ensure-future-compliance/
2009,2009,Former Montana Department of Public Health and Human Services employee admits stealing money from federal aid programs,2023-09-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-montana-department-of-public-health-and-human-services-employee-admits-stealing-money-from-federal-aid-programs/
2010,2010,"Missouri Physicians and Pain Management Practices Agree to Pay Over $650,000 to Settle Kickback Allegations Involving Laboratory Testing",2023-09-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/missouri-physicians-and-pain-management-practices-agree-to-pay-over-650000-to-settle-kickback-allegations-involving-laboratory-testing/
2011,2011,Nurse Practitioner Convicted of $200M Health Care Fraud Scheme,2023-09-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-practitioner-convicted-of-200m-health-care-fraud-scheme/
2015,2015,Repeat Offender Sentenced To A Total Of 90 Months In Prison For Money Laundering Of Medicare Fraud Proceeds,2023-09-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/repeat-offender-sentenced-to-a-total-of-90-months-in-prison-for-money-laundering-of-medicare-fraud-proceeds/
2016,2016,A Pain Management Physician Convicted Of Unlawfully Distributing Opioids,2023-09-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/a-pain-management-physician-convicted-of-unlawfully-distributing-opioids/
2021,2021,United States Files False Claims Act Complaint Against Bournewood Health Systems And First Psychiatric Planners,2023-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-false-claims-act-complaint-against-bournewood-health-systems-and-first-psychiatric-planners/
2022,2022,"Pharmacy Operators And Pharmacist Charged With $33 Million Health Care Fraud, Wire Fraud, And Kickback Conspiracy",2023-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-operators-and-pharmacist-charged-with-33-million-health-care-fraud-wire-fraud-and-kickback-conspiracy/
2023,2023,Former Fresno Sleep Clinic Owner Pleads Guilty To Submitting Over $1 Million In Fraudulent Claims For Sleep Studies To Medicare,2023-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-fresno-sleep-clinic-owner-pleads-guilty-to-submitting-over-1-million-in-fraudulent-claims-for-sleep-studies-to-medicare/
2024,2024,U.S. Settles False Claims Act Lawsuit Against Cardiologist And His Medical Practice For Paying Millions In Kickbacks For Referrals,2023-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-settles-false-claims-act-lawsuit-against-cardiologist-and-his-medical-practice-for-paying-millions-in-kickbacks-for-referrals/
2028,2028,New Hampshire Doctor Indicted for Unlawfully Distributing Opioids and Benzodiazepines,2023-09-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-hampshire-doctor-indicted-for-unlawfully-distributing-opioids-and-benzodiazepines/
2029,2029,Toxicology Lab Owner Pleads Guilty to Health Care Fraud and Tax Evasion; Lab Officer Pleads Guilty to Health Care Fraud,2023-09-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/toxicology-lab-owner-pleads-guilty-to-health-care-fraud-and-tax-evasion-lab-officer-pleads-guilty-to-health-care-fraud/
2030,2030,Physical Therapist Convicted for Paying Health Care Kickbacks,2023-09-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physical-therapist-convicted-for-paying-health-care-kickbacks/
2033,2033,"Former Missouri Doctor Sentenced to 22 Months in Prison for Defrauding Medicare, Medicaid",2023-09-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-missouri-doctor-sentenced-to-22-months-in-prison-for-defrauding-medicare-medicaid/
2034,2034,Laboratory Owner Sentenced to 36 Months in Federal Prison for Healthcare Kickback Scheme,2023-09-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laboratory-owner-sentenced-to-36-months-in-federal-prison-for-healthcare-kickback-scheme/
2035,2035,"Pharmacist Convicted for Conspiring to Unlawfully Dispense Over 100,000 Opioid Pills",2023-09-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-convicted-for-conspiring-to-unlawfully-dispense-over-100000-opioid-pills/
2039,2039,Dermatology Management Company To Pay $8.9 Million To Resolve Self-Reported False Claims Act Liability,2023-09-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dermatology-management-company-to-pay-89-million-to-resolve-self-reported-false-claims-act-liability/
2040,2040,"Frederick Medical Practice Pays The United States More Than $850,000 To Resolve Claims That It Inappropriately Billed For Medical Services",2023-09-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/frederick-medical-practice-pays-the-united-states-more-than-850000-to-resolve-claims-that-it-inappropriately-billed-for-medical-services/
2041,2041,"KC Daycare Owner Pleads Guilty To $772,000 Fraud Scheme",2023-09-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kc-daycare-owner-pleads-guilty-to-772000-fraud-scheme/
2042,2042,Colorado Psychiatry Practice And Owner Agree To Pay $1.9 Million To Settle Allegations Of Fraudulent Billing,2023-09-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/colorado-psychiatry-practice-and-owner-agree-to-pay-19-million-to-settle-allegations-of-fraudulent-billing/
2043,2043,Laredo Woman Arrested For Impersonating A Nurse,2023-09-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laredo-woman-arrested-for-impersonating-a-nurse/
2044,2044,Westmoreland County Resident Sentenced to 36 Months’ Imprisonment for Conviction of Bank Fraud and Aggravated Identity Theft,2023-09-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/westmoreland-county-resident-sentenced-to-36-months-imprisonment-for-conviction-of-bank-fraud-and-aggravated-identity-theft/
2048,2048,Tennessee Man Pleads Guilty to Failure to Pay Child Support,2023-09-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tennessee-man-pleads-guilty-to-failure-to-pay-child-support/
2049,2049,Hearing Aid Dealer Sentenced to 4 Years in Prison for Health Care Fraud,2023-09-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hearing-aid-dealer-sentenced-to-4-years-in-prison-for-health-care-fraud/
2050,2050,Physician Convicted In $9.5 Million Health Care Fraud Conspiracy To Accept Kickbacks,2023-09-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-convicted-in-95-million-health-care-fraud-conspiracy-to-accept-kickbacks/
2053,2053,Sioux City Nurse Pleads Guilty To Stealing Controlled Substances From Hospital Employer,2023-08-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sioux-city-nurse-pleads-guilty-to-stealing-controlled-substances-from-hospital-employer/
2054,2054,Watermark Retirement Communities To Pay $4.25 Million For Allegedly Receiving Kickback In Violation Of The False Claims Act,2023-08-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/watermark-retirement-communities-to-pay-425-million-for-allegedly-receiving-kickback-in-violation-of-the-false-claims-act/
2055,2055,Central Coast Health Care Provider Agrees To Pay $5 Million For Alleged False Claims To California’s Medicaid Program,2023-08-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/central-coast-health-care-provider-agrees-to-pay-5-million-for-alleged-false-claims-to-californias-medicaid-program/
2056,2056,Somers Man Pleads Guilty To Charge Stemming From Medicaid Fraud Scheme,2023-08-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/somers-man-pleads-guilty-to-charge-stemming-from-medicaid-fraud-scheme/
2057,2057,Harlingen Business Operators Charged In Multi-Million Dollar Power Wheelchair Fraud Scheme,2023-08-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/harlingen-business-operators-charged-in-multi-million-dollar-power-wheelchair-fraud-scheme/
2058,2058,Health Care Provider Agrees To Pay $5 Million For Alleged False Claims To California’s Medicaid Program,2023-08-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/health-care-provider-agrees-to-pay-5-million-for-alleged-false-claims-to-californias-medicaid-program/
2060,2060,Jury Convicts Federal Agent of Witness Tampering and Obstructing Justice,2023-08-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-convicts-federal-agent-of-witness-tampering-and-obstructing-justice/
2063,2063,Lincare Holdings Agrees to Pay $29 Million to Resolve Claims of Overbilling Medicare for Oxygen Equipment in Largest-Ever Health Care Fraud Settlement in Eastern Washington,2023-08-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lincare-holdings-agrees-to-pay-29-million-to-resolve-claims-of-overbilling-medicare-for-oxygen-equipment-in-largest-ever-health-care-fraud-settlement-in-eastern-washington/
2065,2065,Greenville Woman Pleads Guilty to Making Fraudulent Statements to Medicaid in Connection with the Delivery of Autism Spectrum Disorder Services,2023-08-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greenville-woman-pleads-guilty-to-making-fraudulent-statements-to-medicaid-in-connection-with-the-delivery-of-autism-spectrum-disorder-services/
2066,2066,Clarksville Doctor Sentenced In Health Care Fraud Case,2023-08-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/clarksville-doctor-sentenced-in-health-care-fraud-case/
2068,2068,Michigan Doctor to Pay $6.5 million to Resolve False Claims Act Allegations,2023-08-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/michigan-doctor-to-pay-65-million-to-resolve-false-claims-act-allegations/
2069,2069,Imperial Valley Doctor Admits Using Unapproved Cosmetic Drugs for Years,2023-08-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/imperial-valley-doctor-admits-using-unapproved-cosmetic-drugs-for-years/
2072,2072,Florida Man Admits $3.6 Million Health Care Fraud Scheme,2023-08-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-admits-36-million-health-care-fraud-scheme/
2076,2076,Former Pharmacy President Admits $32 Million Health Care Kickback Scheme,2023-08-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-pharmacy-president-admits-32-million-health-care-kickback-scheme/
